Quality	#1 ID	#2 ID	#1 String	#2 String
1	14303	8765	And the dams they built in the rivers provided habitats for otters and muskrats and ducks and fish and reptiles and amphibians.	Và các cái đập chúng xây trên sông đã cung cấp nơi cư trú cho rái cá và chuột xạ vịt, cá, bò sát và lưỡng cư.
0	19088	16116	Now remember, we're assaying genes.	Kinh nghiệm đầu tiên của tôi là ở Cam-pu-chia, và tôi vẫn còn nhớ lần đầu đến Cam-pu-chia năm 1994 và nơi đó vẫn có ít hơn 10 luật sư trong nước bởi Khơ-me đỏ đã giết tất cả bọn họ.
1	3983	7609	(Music) See, these are all right inside of the color palette.	(Âm nhạc) Bạn thấy đó, tất cả đều nằm trong một dải bảng màu.
1	13716	15122	And one of the applications that we've been working on -- and this has gotten a little bit of traction worldwide -- is the application of virtual autopsies.	Một trong những ứng dụng được tiến hành điều này đã nhận được chút lực kéo trên thế giới là ứng dụng mổ xác ảo.
0	8312	14210	And these problems are so large and global, and it's just overwhelming."	Và nếu có bao giờ bạn đến Thung lũng Trung tâm vào tháng 2, đến quán cà phê Kathy và Kate's vào 10h sáng
1	15449	5327	(Laughter) If you go into a restaurant and you have bad customer service, show them what bad customer service looks like.	(Tiếng cười) Nếu bạn vào 1 nhà hàng có dịch vụ khách hàng yếu kém, hãy chỉ cho chúng thấy dịch vụ khách hàng yếu kém trông như thế nào.
0	19070	8506	So the more you block it, the more it emboldens people to actually avoid the censorship and thus win in this cat-and-mouse game.	Trong 50 năm qua, chúng ta đã nói về việc thay đổi thế giới, về sự chuyển hóa triệt để.
0	14266	9052	So let's start off by defining some terms.	Chẳng có gì đi lên hoặc xuống ống tay áo cả, và cũng không phải mánh khóe gì. Các bạn có thể kiểm tra.
0	4951	7891	And guess what?	Con trẻ cần có mối liên hệ. Con trẻ cần thấy mình là một phần của bộ tộc, của gia đình, của cộng đồng.
1	4350	3128	Because crime is a product of a distorted mind.	Bởi vì tội lỗi là kết quả của một tâm hồn lệch lạc.
0	19179	1389	A republic. A representative democracy.	Xin thưa với quí vị rằng, một bức tranh không đáng một nghìn từ.
1	19645	6495	Two years ago, after having served four years in the United States Marine Corps and deployments to both Iraq and Afghanistan, I found myself in Port-au-Prince, leading a team of veterans and medical professionals in some of the hardest-hit areas of that city, three days after the earthquake.	Hai năm trước, sau bốn năm phục vụ trong lực lượng Thủy Quân Lục Chiến Hoa Kỳ và làm nghĩa vụ tại cả Iraq và Afghanistan, tôi có mặt tại Port-au-Prince, dẫn đầu một nhóm cựu chiến binh và chuyên gia y tế tại những khu vực bị tàn phá kinh khủng nhất trong thành phố đó ba ngày sau trận động đất.
0	5103	2362	And what we’ve been working out is the implications, really, of the idea that the universe is made up of relations.	Chỉ muốn vượt qua bạn, vì thế thường thì người lái xe ô tô không tập trung.
0	6758	9685	So the three-year-old does two things differently.	Maria bị tai nạn xe hơi, cô ấy tỉnh dậy trong ngày sinh nhật thứ 16 và nhận được tin mình bị liệt tứ chi hoàn toàn, không thể cử động từ phần cổ trở xuống, dây thanh quản bị tổn thương và không thể nói
0	7601	15902	Shares of Berkeley, California-based Xoma dropped 89 cents, or 16 percent, to $4.60 in Instinet trading.	Cổ phiếu của Xoma có trụ sở tại Berkeley đã mất 77 cent, tương đương 14%, đóng cửa ở mức 4,72 USD mỗi giao dịch trên thị trường chứng khoán Nasdaq.
1	16061	12885	Bush also hoped to polish his anti-AIDS credentials in Uganda, which has been hailed as an African pioneer in fighting the killer disease.	Tổng thống Bush bay tới Uganda hôm thứ Sáu với hy vọng đánh bóng thông tin chống AIDS của ông tại một quốc gia được ca ngợi là Quốc gia Châu Phi tiên phong trong việc chống lại bệnh dịch này.
0	3069	17520	Shelia Chaney Wilson seemed agitated when she came to help prepare for Turner Monumental A.M.E. Church's upcoming 104th anniversary celebration, worshippers said.	Các giáo viên của Turner Monumental AME Church cho biết Shelia Chaney Wilson, 43 tuổi, đã bị kích động khi cô đến nhà thờ, trong khu phố Kirkwood ở phía đông của thành phố.
0	2411	4740	They're learning to flex this system that releases their own endogenous opiates.	Nói chung thi Jimmy Stewart đã cản trở các đạo luật trong toàn bộ 2 bộ phim cơ mà.
0	16396	18912	We had four emergency room doctors and two nurses on board the airplane.	Nếu chúng ta có thể đạt được điều nayf, thì chúng ta có thể xây dựng thêm hàm mới, nó có thể xếp chồng.
0	16399	6764	Audience: Yes.	Đây là bức tranh 1 con kỳ giông
0	18472	19723	Let me zoom in.	Đây là hệ thống qua tín ngưỡng, tôn giáo và văn hóa dân tộc lòng trắc ẩn, tuy nhiên, lại vượt quá những hệ thống đó
0	11472	5796	They're not legally liable.	(Cười) Thực ra ông ấy đã đăng rất nhiều video về thiên nhiên.
0	17276	3753	They have developed one of the most efficient and highly profitable systems on a global level.	Chúng tôi nghĩ những người này nên được đưa vào giáo dục bình thường và thể hiện cho người ta thấy những kiến thức và kĩ năng mà họ có được đều rất phổ thông.
0	17404	14464	The technology-laced Nasdaq Composite Index .IXIC declined 16.68 points, or 1.01 percent, at 1,636.94.	Chỉ số Standard & Poor's 500 rộng hơn .SPX giảm 10,65 điểm, tương đương 1,07% xuống còn 987,86.
1	19434	9580	I went from high school to factory.	Tôi dời trường cấp 3 và vào làm việc tại nhà máy
1	2251	8579	You give him a chainsaw. You send him to Joplin, Missouri after a tornado, he regains that.	Bạn cho anh ấy một cái cưa. Bạn đưa anh ấy tới Joplin, Missouri sau một cơn lốc xoáy, anh lấy lại được điều đó.
1	8691	3544	Yes, it's uphill the entire way, because the South Pole is at 10,000 feet, and you're starting at sea level.	Vâng, nó ở tuốt trên cao. Bởi vì Nam Cực cao 3000 mét. Còn bạn thì bắt đầu đi từ mực nước biển.
1	1431	12072	I've seen inside my brain. You will too, soon.	Tôi đã nhìn vào trong não mình. Bạn cũng sớm làm như vậy thôi.
1	10486	10285	The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.	Chỉ số 500 cổ phiếu của Standard and Poor, một bộ sưu tập cổ phiếu đại diện cho các công ty hàng đầu, đã kết thúc quý tốt nhất vào ngày hôm qua kể từ ba tháng cuối năm 1998.
0	5935	18374	Comparable, in its own very peculiar way, to the achievements of Microsoft or Google.	Nó chứa đầy sợ hãi và hoảng loạn và tôi nghe tiếng phụ nữ rên rỉ và khóc than giữa sa mạc.
0	6683	16691	At 10 p.m., Odette was centered about 295 miles south-southeast of Kingston, Jamaica, and was moving northeast near 8 mph.	Tại 22:00. Thứ năm, Odette cách khoảng 295 dặm về phía nam-đông nam của Kingston, Jamaica và khoảng 900 dặm về phía nam-đông nam của Palm Beach.
0	13033	350	And we started putting in roofs that look like this, and we came in from destitute neighborhoods to start building landscape like this, wow! People noticed.	Do vậy anh ấy đặt 2 cái cầu -- anh đã gửi qua fax, 2 bên gửi đi gửi lại hơn 2 tuần.
0	8859	5951	Of the 100 incarcerated people that are released, 60 will return to prison.	Giờ nếu bạn nhìn vào một mạng lưới thế này... Đây là 105 người.
0	14578	16561	But what classical music does is to distill all of these musics down, to condense them to their absolute essence, and from that essence create a new language, a language that speaks very lovingly and unflinchingly about who we really are.	Vì thế ở đây có hai chức năng, chức năng cần phải tiên đoán được và giá cả thì phải rẻ.
1	2883	9029	And this can be enhanced and augmented with some emerging digital technology.	Và cái này có thể được tăng cường và làm tốt hơn với vài công nghệ số đang nổi lên.
1	1625	19548	"The idea that Tony Abbott is in some way a one-dimensional political head-kicker couldn't be more wrong," Mr Howard said.	Ý kiến cho rằng Tony Abbott theo một cách nào đó là một nhà chính trị một chiều cứng đầu không thể nào sai hơn.
1	19786	18596	There was resistance for the old malaria drugs, until we got the new drugs.	Trước khi có những loại thuốc mới, họ phải ráng dùng những thuốc sốt rét cũ.
0	14811	8534	And he said, on the spot, "Absolutely, yes."	Làm thế nào để thể hiện được điều này?
0	3198	11556	But her suffering is equal to mine.	Tôi yêu cầu chúng đưa ra các ví dụ mà chúng ta thường thấy rất nhiều dưới dạng hình minh họa trên các phương tiện truyền thông, và nghiên cứu xem đâu là phần thú vị nhất, sau đó tự làm một bài tương tự về một thảm họa do con người gây ra trong lịch sử nước Mỹ.
0	2341	9864	(Music) Okay, now if we consider that in a cochlear implant patient pitch perception could be off as much as two octaves, let's see what happens here when we randomize this to within one semitone.	Lần này, cô tỏ ra như việc cô ấy muốn là đối lập lại với những gì trẻ con muốn.
1	10946	6168	A former employee of a local power company pleaded guilty Wednesday to setting off a bomb that knocked out a power substation during the Winter Olympics last year.	Một cựu độc giả đồng hồ điện của Utah đã nhận tội hôm thứ Tư đã ném bom một trạm biến áp trong Thế vận hội Mùa đông 2002.
0	19454	7237	And this is after two years.	Tất cả làng mạc ở châu Phi giờ chỗ nào cũng có cà phê internet
1	13065	9298	Elephants.	Voi.
0	17264	5142	This was like a biological desert.	WK: À không. Em chỉ -- CA: Rồi sao thế?
1	5811	6595	There are now two local authorities in this country who have declared themselves transitional local authorities, Leicestershire and Somerset. And in Stroud, the transition group there, in effect, wrote the local government's food plan.	Hiện giờ có 2 chính quyền địa phương ở Anh đã tuyên bố họ là những chính quyền địa phương đang chuyển tiếp, Leicestershire and Somerset. Và ở Stroud, có 1 nhóm chuyển tiếp chịu ảnh hưởng đã viết ra kế hoạch lương thực cho chính quyền địa phương.
0	14819	10014	There is also an omniscient observer who knows everything, who is God, who is in a certain sense outside the universe, because he has no role in anything that happens, but is in a certain sense everywhere, because space is just the way that God knows where everything is, according to Newton, OK?	Và đó là câu hỏi, tôi nghĩ, cần phải được thảo luận cẩn thận.
1	17861	11214	Everybody used to gather there.	Mọi người tập trung ở đó.
1	10463	5159	Aquila is short of cash, and Avon bondholders at one point feared it may default on interest payments.	Các phiếu trái chủ Avon nắm giữ không truy đòi tài sản của Midlands và đã có lúc sợ rằng Aquila sẽ mặc định thanh toán lãi.
1	14264	4019	It names Shelley, Los Angeles County Registrar of Voters Conny McCormack, and registrars in Orange and San Diego counties as defendants.	Vụ kiện mang tên Shelley, một đảng Dân chủ và các nhà đăng ký tại các hạt Los Angeles, Orange và San Diego.
1	19566	2262	That's what defined me. That was my bliss.	Đó là điều hình thành nên tôi và là phúc phần của tôi.
1	8849	5726	I certainly would implore you to open the door just a little bit and take a look at what's outside.	Tôi chắc chắn sẽ kêu gọi các bạn mở cánh cửa chỉ một chút thôi và nhìn ra xem có cái gì ở ngoài.
1	7001	18200	My name is Joshua Walters.	Tôi tên là Joshua Walters.
1	5501	15480	When you see grumpy customer service, point that out to them.	Khi bạn thấy dịch vụ khách hàng gắt như mắm, hãy chỉ cho chúng thấy.
1	19564	4259	Well then we hit a deep depression, and we seriously submerged the vehicle.	Sau đó chúng tôi rơi vào khủng hoảng vì nước sâu và đã nhấn chìm cả cái xe.
1	19301	12327	It was not immediately known how many people were on flight UTA 141, which could carry 141 passengers and crew.	Hiện vẫn chưa biết chính xác có bao nhiêu người trên máy bay, có thể chở 141 hành khách và phi hành đoàn.
1	18633	6565	There are a total of 659 women enrolled at the academy, the report said.	Có 659 phụ nữ theo học tại học viện tại thời điểm khảo sát.
1	9573	19546	We have a little tiny community called Greenville, Michigan, population 8,000, and they are about to lose their major employer, which is a refrigerator factory that's operated by Electrolux."	Michigan có một cộng đồng nhỏ tên là Greenville với dân số 8000 người và họ sắp mất đi ông chủ lớn nhất của họ một nhà máy sản xuất tủ lạnh vận hành bởi Electrolux."
0	13953	7657	There's not much of it left.	Khoảng 9 giờ sáng.
0	19059	14743	What does this all mean for us?	Bởi vì trong tháng đầu đời, nhiệm vụ duy nhất của trẻ là lớn lên.
1	11740	13	When you slow down for 15 minutes a day you turn that inflammatory state into a more anti-inflammatory state.	Khi bạn sống chậm lại 15' mỗi ngày, bạn chuyển những phản ứng khích động đó thành điều ngược lại.
1	17114	11365	Now, this is a totally insane idea.	Nào, đây là ý tưởng hoàn toàn điên khùng.
1	1941	17958	An international warrant for his arrest was issued both to the Ghanaian authorities and to Interpol.	Lệnh bắt giữ Taylor đã được sử dụng ở chính quyền Ghana và gửi đến Interpol.
1	8073	15294	A lot of places are working with their local schools.	Rất nhiều nơi làm việc với những trường học địa phương.
1	17073	3912	Senate Armed Services Committee Chairman Sen. John Warner, R-Va., is also considering a look into the issue.	Chủ tịch Ủy ban Vũ trang Thượng viện John Warner, R-Va., cho biết ông có kế hoạch điều trần.
0	19750	9682	It's Eisenhower bringing modernity into the countries.	Chúng hơi không thoải mái với chủ đề, bởi chúng chưa làm bao giờ, và không biết chính xác phải làm thế nào.
1	5736	9416	When our supermarkets have only two or three days' worth of food in them at any one time, often sustainability tends to focus on the energy efficiency of the freezers and on the packaging that the lettuces are wrapped up in.	Khi những siêu thị của chúng ta chỉ còn lại lượng thực phẩm cho 2-3 ngày vào 1 lúc nào đó, sự bền vững thường có xu hướng tập trung vào hiệu năng của tủ lạnh và những gói rau diếp cải.
1	10464	18876	Shares in Berkeley-based Xoma lost 77 cents, or 14 percent, to close at $4.72 each in trading on the Nasdaq Stock Market.	Giá cổ phiếu của Xoma có trụ sở tại Berkeley đã mất 73 xu một cổ phiếu, tương đương 13%, xuống còn 4,76 đô la trong giao dịch buổi chiều trên Thị trường Chứng khoán Nasdaq.
1	6412	4172	It would have been the first time in Texas history that the comptroller had not certified the budget.	Strayhorn cho biết đây là lần đầu tiên trong lịch sử Texas, một nhà soạn nhạc không được chứng nhận về hành động chiếm đoạt.
1	2930	2117	And on the month that the last refrigerator rolled off the assembly line, the employees of Electrolux in Greenville, Michigan, had a gathering for themselves that they called the last supper.	Vào ngày mà cái tủ lạnh cuối cùng chuyển động trên dây chuyền sản xuất, các công nhân của Electrolux ở Greenville, Michigan, đã tự tập trung lại, họ gọi đó là bữa ăn cuối cùng.
1	10107	19022	How many of you can actually tell wheat apart from other cereals?	Bao nhiêu người trong số các bạn thực sự có thể phân biệt lúa mì với các loại ngũ cốc khác?
1	16448	10277	It's going to be 40 below, every single day.	Nhiệt độ là -40 độ (-40oC=-40oF)
1	15607	4529	Palm Beach County is considering adding up to $200 million more in incentives.	Palm Beach County chuẩn bị khởi động thêm 200 triệu đô la để xây dựng khuôn viên của học viện.
1	1090	4940	The first building was the house of Uncle Ibrahim.	Tòa nhà đầu tiên là nhà của Chú Ibrahim.
0	9340	5540	We were blogging to this live website daily to these students that were tracking us as well, about 10-hour trekking days, 15-hour trekking days, sometimes 20 hours of trekking daily to meet our goal.	Lấy ví dụ về phát minh quan trọng nhất thời hiện đại: máy vi tính có thể lập trình.
1	5063	15473	I have won medals in three different sports and national games in Canada, competed at the international level in basketball and was proud to represent Canada on the world stage.	Tôi giành được huy chương vàng ở ba bộ môn thể thao và bộ môn thi đấu quốc gia khác nhau  ở Canada, thi đấu cấp độ quốc tế  ở bộ môn bóng rổ và rất tự hào được đại diện cho Canada trên trường quốc tế.
0	2765	17731	I don't find that a useful or even intelligible concept.	Tại sao chúng ta luôn làm thế?
1	6362	19809	In fact, every region of the country could do this.	Thực tế, mọi bang của nước Mỹ đều có thể làm thế.
0	10001	15623	How can we get so much information out of so little motion?	Và để quên đi thời gian, chúng ta phát minh ra âm nhạc.
1	4989	8444	So with that in mind, this particular incident has led to the things that I'm working on now.	Điều đó dẫn dắt tôi đi đến việc mà tôi đang làm hiện nay.
1	2330	13302	But he added, "Once the problem grew to a certain magnitude, nothing could have been done to prevent it from cascading out of control."	Tuy nhiên, báo cáo cũng cho chúng ta biết rằng một khi vấn đề đã phát triển đến một mức độ nhất định, không có gì có thể được thực hiện để ngăn chặn nó vượt khỏi tầm kiểm soát.
0	2257	11260	(Music) This is the kind of music that Leonardo DaVinci would have known.	Chúng ta có khoảng 200,000 loại lúa mì khác nhau, và từ 2 đến 400,000 giống lúa khác nhau tuy nhiên đang mai một dần.
0	15350	15214	The series will be known as the NASCAR Nextel Cup.	Trước đó, bộ phận này được biết đến với cái tên NASCAR Grand National Series.
1	8191	18838	And we found that there were nine specific things that mattered all across the country and that were the most highly predictive of risk.	Và chúng tôi thấy  có 9 điều đặc trưng quan trọng trên cả nước và đó là dự báo cao nhất  của các mối nguy hại.
0	15414	15192	There is all kinds of things we can do.	Tôi đã đặt câu hỏi này với những nhà khoa học hàng đầu một vài lần, liệu chúng ta thực sự có phải quay trở về điểm số 0?
0	11493	11019	Darwin wouldn’t make sense in an Aristotelian universe, and wouldn’t really make sense in a Newtonian universe.	(Nhạc) (Cười lớn) (Nhạc) Này.
0	15515	9670	MTT: This, of course, was the birth of opera, and its development put music on a radical new course.	Họ sắp bị cắt bỏ một phần cơ thể , và đây, sau khi tôi tốt nghiệp, tôi làm việc cho tổ chức U.N., tôi trở lại trường để học tiếp, tiếng khóc không nguôi của những cô gái đó hiện lại trước mắt tôi.
1	14607	9207	I finally went to the doctor, which was free.	Cuối cùng tôi quyết định đến gặp bác sĩ, và là miễn phí
0	2355	11033	And when the experts in the U.N.	(Tiếng tù và) Hiện nay đang dấy lên phong trào xem chứng tâm thần như một yếu tố tích cực ít ra là phần hưng cảm của nó.
0	18714	16971	"We think it's great news," Enron spokesman Eric Thode said.	Phát ngôn viên của Enron Eric Thode từ chối bình luận về lệnh hòa giải.
1	6994	7116	Nature's main process of creation, morphogenesis, is the splitting of one cell into two cells.	Quá trình sáng tạo chính của thiên nhiên: tạo hình là sự phân chia một tế bào thành hai.
0	5859	10053	They've incurred violent infractions by becoming violent with guards and with other prisoners.	Bây giờ, họ xếp hạng số một trên bảng, về đọc, toán học và khoa học, và một trong những chìa khóa cho thành công đáng kinh ngạc của Thượng Hải là cách họ giúp giáo viên liên tục cải thiện.
1	8665	5083	Everything was done by the people to the people, and that's the power of the Internet.	Mọi việc được thưc hiện bởi người dân và cho chính người dân, và đó là sức mạnh của Internet.
0	13555	11644	(Applause) Thank you.	nhưng tất nhiên là sẽ có những nghĩa khác của từ "rủi ro" cũng như từ "tự nhiên". vậy tự nhiên là gì?
0	12157	13344	My family, in my city, and almost in the country, was unique.	Và tôi muốn kết thúc với tấm hình này, một bức ảnh tôi chụp vào một ngày đầy mưa bão ở New Zealand khi tôi nằm ở đáy giữa một đàn cá xoáy xung quanh tôi.
1	8538	8111	The stretch of Danube river passing through the Balkans dropped so low that wrecks of World War II boats became visible.	Các dòng sông cũng đang khô cạn - một đoạn sông Danube đi qua Balkan rơi xuống thấp đến mức những xác tàu đắm trong Thế chiến II trở nên hữu hình.
1	11350	13962	A dictator cannot live without the force.	Một kẻ độc tài không thể tồn tại nếu không có vũ lực.
0	2502	13735	The winning is the winning of the dignity of every single Egyptian.	Làm thế nào tôi có thể tiếp tục dấn thân sâu hơn vào các nỗ lực tuyên truyền, thuyết giảng tại 10 nước, bị bắt, và thậm chí còn không có các kỳ nghỉ trong suốt 30 năm qua?
0	588	5531	And I'd commit to doing it later, and not surprisingly, later never came.	Tuy nhiên, nó lại không phải là bộ sự thật.
0	8073	16162	A lot of places are working with their local schools.	Và ở đây, là những gì chúng tôi tìm thấy điều đó hoàn toàn bất ngờ.
1	5230	18693	The United States and Russia have spent billions since the 1960s on a handful of space craft designed to land on Mars.	Hoa Kỳ và Nga đã chi hàng tỷ đô la cho hàng tá nghề thủ công robot với ý định đáp xuống Sao Hỏa và phát lại những phát hiện của họ.
0	4042	6071	The Indus civilization was roughly contemporaneous with the much better known Egyptian and the Mesopotamian civilizations, but it was actually much larger than either of these two civilizations.	Chúng ta không rõ về chuyện này. Chúng ta không biết về PRISM.
0	19486	14199	"His statement is that he possibly hit the gas instead of the brakes," Mr Butts said.	Anh ta nói rằng anh ta không thể dừng phương tiện ... lời trường thuật của  anh ta là anh ta có thể nhấn ga thay vì phanh, Butts nói.
1	14431	15148	Instead of trying to purge these comments, they instead went and reached out to the bloggers.	Thay vì thanh trừng những comment này họ tìm đến những blogger.
1	1372	15903	I said that, "We are going to win.	Tôi đã nói, "Chúng ta sẽ chiến thắng.
1	6829	17662	We need international legislation from Copenhagen and so on.	Chúng ta cần pháp luật ban hành quốc tế từ Copenhagen v.v...
1	16388	12972	When you do, what do you want to control?	Khi bạn làm được, bạn muốn điều khiển cái gì?
1	6632	10305	It was about switching perception and opening a dialogue on the connection that we have with communities that we don’t know.	Mà là để thay đổi cách nhìn và mở ra những kênh đối thoại để kết nối với các cộng đồng ta không hề biết đến.
0	11633	8250	And six, the work ethic.	chúng ta phải tạo ra nhóm G20
0	810	9309	Here it is in relation to that same measure of inequality.	Và hầu như nơi nào có điện, ở đó có Internet.
0	12735	14750	Was there a hidden message?	Nhưng điều thứ nhì, tôi trách Nữ hoàng là vì những cuốn từ điển thật sự chả thay đổi gì.
1	18385	5462	In a major setback to consumers, a federal judge granted the government's request Thursday to shut down a company that helps customers buy cheaper prescription drugs from Canada.	Một thẩm phán liên bang hôm thứ Năm đã cấp cho Cục Quản lý Thực phẩm và Dược phẩm yêu cầu đóng cửa Rx Depot, một công ty Internet nổi tiếng chuyên bán thuốc theo toa rẻ hơn từ Canada.
1	11100	14572	With a wry smile, Mr. Bush replied, "You're looking pretty young these days."	Bush quay lại:  "Bạn trông khá trẻ những ngày này."
1	11421	8370	"I will support a constitutional amendment which would honor marriage between a man and a woman, codify that," he said.	Nếu cần thiết, tôi sẽ ủng hộ một sửa đổi hiến pháp nhằm tôn vinh hôn nhân giữa nam và nữ, hãy lập thành luật
0	13702	3695	In May 2002, Malikah Alkebulan and Deirdre Small filed a federal lawsuit in Brooklyn for more than $20 million in damages after the MTA objected to their headdresses.	Vào tháng Năm, Alkebulan và Deirdre Small đã đệ đơn kiện liên bang ở Brooklyn để đòi bồi thường thiệt hại hơn 20 triệu đô la, ông Hart nói.
1	5513	17626	Five years later, come back, and that same bay is now gorgeous. It's beautiful.	Năm năm sau, khi quay lại, cũng vẫn cái vịnh đó, giờ trông thật đẹp đẽ, lung linh
1	1632	4808	But at the same time, we were concerned that if she created this as a habit and jumped into somebody else's car, it might not turn out the same way -- she might get shot for that.	Nhưng đồng thời chúng tôi cũng rất lo lắng là nếu điều này trở thành thói quen và cô nàng cứ nhảy lên xe người khác như vậy thì kết quả sẽ không được tốt đẹp thế này. Nó có thể bị bắn.
0	9193	4323	The loudest sound you can hear is a trillion times more powerful than that.	vì vậy kết quả là có nhiều trung tâm của vũ trụ theo rất nhiều cách hơn cả phương tây
1	9145	14098	In fact, nobody has been atop the Bell Mountain since Schultes in '43.	Thực tế, chưa từng ai đến đỉnh núi Bell sau Schultes từ năm '43.
0	4441	5881	Max Weber thought that was peculiarly Protestant.	Và liệu có thể tìm được nguồn nước như vậy ở đâu?
1	9958	10191	The UAW earlier this week reached tentative agreements, also for four years, with Ford Motor Co., DaimlerChrysler AG's Chrysler Group and supplier Visteon Corp.	Liên minh đầu tuần này đã công bố các thỏa thuận dự kiến ​​với Ford Motor Co., Tập đoàn Chrysler của DaimlerChrysler AG và nhà cung cấp Visteon Corp.
0	13952	9214	And finally, the sugar palm forest takes over and provides the people with permanent income.	Đó là nhu cầu mang họ đến hội nghị.
1	13883	7667	Now, this is the very interesting part.	và bây giờ đây là phần rất thú vị.
0	5309	16299	At least two dozen people were killed and scores injured.	Hơn một chục người đã thiệt mạng trong các cuộc tấn công đó.
1	19180	4868	And we wanted it to be easy to use.	Và chúng tôi muốn thực sự dễ sử dụng.
1	17671	2476	"The death of al-Ghozi signals that terrorists will never get far in the Philippines," Arroyo said in a statement on Monday.	Cái chết của Ghozi báo hiệu rằng những kẻ khủng bố sẽ không bao giờ đi xa được ở Philippines, Tổng thống Gloria Arroyo nói.
0	14030	10994	Now that's a really serious problem.	Họ dường như đưa ra những sự lựa chọn tệ hơn tệ hơn trong tài chính,y tế.
1	1341	13954	Since I'm home-schooled, I went to go hear him speak one day.	Và vì tôi không tới trường mà tự học ở nhà, nên một ngày tôi tìm đến nghe câu chuyện của anh.
1	14074	2203	Except, in your -- you're nodding -- now, in your ellipse, have you thought, "Well, what happens during the night?" Between Australia and here, right, they've got summer and we've got winter, and what -- does the Earth kind of rush towards the Sun at night, and then rush back again? I mean, it's a very strange thing going on, and we hold these two models in our head, of what's right and what isn't right, and we do that, as human beings, in all sorts of fields.	Các bạn đang gật đầu, có bao giờ bạn nghĩ, " Điều gì xảy ra vào ban đêm?" Giữa Úc và ở đây, họ thì đang mùa hè còn chúng ta thì là mùa đông, chả lẽ Trái đất chạy về phía Mặt trời vào buổi tối và rồi quay trở lại ngay? Ý tôi là có điều rất lạ đang xảy ra, và chúng ta tưởng tượng ra trong đầu hai tư tưởng, suy nghĩ điều gì là đúng là sai và chúng ta làm như vậy trên mọi lĩnh vực.
0	15442	13258	Because, after all, in that framework, between page one and 300, you have to answer this question of why things happen, how things happen, in what order they happen. What are the influences?	Lúc đó tôi còn nghĩ là cơ thể bạn ghét nó. Bởi vì chúng ta được miễn dịch. Đây là epitope alpha-gal.
0	4791	760	They get all these other benefits: environmentally, money, they get education -- it's a great deal.	Mà khi đó bất ngờ -- thực sự, công trình tiếp sau đây.
0	2314	774	Okay? We're talking about irresponsibility in public office.	Chúng ta có các chương trình và các sự kiện thể thao và các quảng cáo, và tất cả cấu trúc liên kết kết nối các dữ liệu đó với nhau tạo nên một biểu đồ nội dung.
0	1379	13981	(Music) And he said something like, "Me ... boy ... symphony ... Beethoven."	(Cười) Chính vì vậy tôi phải bắt đầu theo cách của tôi. Tôi đã chuyển đến San Francisco, Và tôi thành lập một công ty nhỏ, Fuseproject.
0	5105	9604	And what we think in schizophrenia is there are genes of predisposure, and whether this is one that predisposes -- and then there's only a sub-segment of the population that's capable of being schizophrenic.	(Cười) Nó được gọi là oxytocin.
0	5808	13522	It totally dominated her imagination for months.	Bây giờ, Một vài trong các bạn quen thuộc với cái tính hợp lý nằm đằng sau sự bảo vệ bản quyền mà không có quyền sở hữu, thì sẽ không có động lựu để đổi mới Có lẽ thực sự đáng ngạc nhiên Bởi từ cái thành công cực thịnh của ngành công nghiệp thời trang và sự thành công về mặt kinh tế của ngành này
1	8590	1207	We can fold a million times faster, we can fold in hundreds and hundreds of variations.	Chúng ta có thể gấp nhanh hơn một triệu lần, có thể gấp hàng trăm biến thể
0	16659	3473	I remember one night, one of the nurses came in, Jonathan, with a whole lot of plastic straws.	Nó nói lên sức mạnh của sự hiện diện trong hệ thống, khi bạn để mọi thứ bắt đầu nói chuyện với nhau
0	15709	5912	I'll give you three quick tips to protect your ears and pass these on to your children, please.	Thậm chí nếu như trong trường hợp đó - Thượng đế cũng nhân từ với họ, vì khoan dung là điều cao cả nhất - vì vậy, tốt hơn là bạn đừng giết họ.
0	4130	16318	So we're creating our own archives and so on.	Thuyền bắt đầu chìm, họ đua nhau quay trở lại thuyền và trở về nhà và kể câu chuyện họ bị tấn công.
0	17864	6543	One of the reasons that the best flute players should get the best flutes is that musical performance is not only to make the rest of us happy, but to honor and recognize the excellence of the best musicians.	Stewart Brand đang ở đây, và một trong các ý tưởng của trò chơi này đến từ anh ấy với một điều khoản Coevolution quarterly dựa trên sức mạnh hòa bình
0	18434	16888	The European Union banned the import of genetically modified food in 1998; the United States is now demanding that the EU end its ban.	Liên minh đã cấm nhập khẩu thực phẩm biến đổi gen vào năm 1998 sau khi nhiều người tiêu dùng lo ngại rủi ro sức khỏe.
0	7090	7588	A little dance, and then heads off in a particular direction.	Chúng tôi cần ứng dụng công nghệ để hỗ trợ cho vấn đề này.
0	16424	16232	The broader Standard & Poor's 500 Index .SPX slipped 0.13 points, or just 0.01 percent, to 966.87.	Chỉ số hỗn hợp Nasdaq kết hợp công nghệ .IXIC đã tăng 5,05 điểm, tương đương 0,32%, ở mức 1.595,80.
0	6568	4345	My daughter is athletic.	Tôi làm điều này còn vì ăn duy nhất một bữa trong ngày là chuyện bình thường ở đất nước tôi.
1	10080	18756	Sometimes you just want to stand in the corner and stare out of the window.	Đôi khi bạn chỉ muốn đứng trong góc phòng và nhìn ra ngoài cửa sổ.
